UUID        = 49904865-0078-4cf5-ad73-2cd0cd9e30bb
ScanDate    = 20191029_113315
LogVersion  = EJA_1
LogDataType = ACQUISITION_INFO
NumSlices   = 32
NumVolumes  = 738
NumEchoes   = 1

VOLUME   SLICE   ACQ_START_TICS  ACQ_FINISH_TICS  ECHO
   201       0         16762604         16762626     0
   201       8         16762604         16762626     0
   201      16         16762604         16762626     0
   201      24         16762604         16762626     0
   201       3         16762640         16762663     0
   201      11         16762640         16762663     0
   201      19         16762640         16762663     0
   201      27         16762640         16762663     0
   201       6         16762677         16762699     0
   201      14         16762677         16762699     0
   201      22         16762677         16762699     0
   201      30         16762677         16762699     0
   201       1         16762713         16762736     0
   201       9         16762713         16762736     0
   201      17         16762713         16762736     0
   201      25         16762713         16762736     0
   201       4         16762750         16762772     0
   201      12         16762750         16762772     0
   201      20         16762750         16762772     0
   201      28         16762750         16762772     0
   201       7         16762786         16762809     0
   201      15         16762786         16762809     0
   201      23         16762786         16762809     0
   201      31         16762786         16762809     0
   201       2         16762823         16762845     0
   201      10         16762823         16762845     0
   201      18         16762823         16762845     0
   201      26         16762823         16762845     0
   201       5         16762859         16762882     0
   201      13         16762859         16762882     0
   201      21         16762859         16762882     0
   201      29         16762859         16762882     0
   202       0         16762904         16762926     0
   202       8         16762904         16762926     0
   202      16         16762904         16762926     0
   202      24         16762904         16762926     0
   202       3         16762940         16762963     0
   202      11         16762940         16762963     0
   202      19         16762940         16762963     0
   202      27         16762940         16762963     0
   202       6         16762977         16762999     0
   202      14         16762977         16762999     0
   202      22         16762977         16762999     0
   202      30         16762977         16762999     0
   202       1         16763013         16763036     0
   202       9         16763013         16763036     0
   202      17         16763013         16763036     0
   202      25         16763013         16763036     0
   202       4         16763050         16763072     0
   202      12         16763050         16763072     0
   202      20         16763050         16763072     0
   202      28         16763050         16763072     0
   202       7         16763086         16763109     0
   202      15         16763086         16763109     0
   202      23         16763086         16763109     0
   202      31         16763086         16763109     0
   202       2         16763123         16763145     0
   202      10         16763123         16763145     0
   202      18         16763123         16763145     0
   202      26         16763123         16763145     0
   202       5         16763159         16763182     0
   202      13         16763159         16763182     0
   202      21         16763159         16763182     0
   202      29         16763159         16763182     0
   203       0         16763204         16763226     0
   203       8         16763204         16763226     0
   203      16         16763204         16763226     0
   203      24         16763204         16763226     0
   203       3         16763240         16763263     0
   203      11         16763240         16763263     0
   203      19         16763240         16763263     0
   203      27         16763240         16763263     0
   203       6         16763277         16763299     0
   203      14         16763277         16763299     0
   203      22         16763277         16763299     0
   203      30         16763277         16763299     0
   203       1         16763313         16763336     0
   203       9         16763313         16763336     0
   203      17         16763313         16763336     0
   203      25         16763313         16763336     0
   203       4         16763350         16763372     0
   203      12         16763350         16763372     0
   203      20         16763350         16763372     0
   203      28         16763350         16763372     0
   203       7         16763386         16763409     0
   203      15         16763386         16763409     0
   203      23         16763386         16763409     0
   203      31         16763386         16763409     0
   203       2         16763423         16763445     0
   203      10         16763423         16763445     0
   203      18         16763423         16763445     0
   203      26         16763423         16763445     0
   203       5         16763459         16763482     0
   203      13         16763459         16763482     0
   203      21         16763459         16763482     0
   203      29         16763459         16763482     0
   204       0         16763504         16763526     0
   204       8         16763504         16763526     0
   204      16         16763504         16763526     0
   204      24         16763504         16763526     0
   204       3         16763540         16763563     0
   204      11         16763540         16763563     0
   204      19         16763540         16763563     0
   204      27         16763540         16763563     0
   204       6         16763577         16763599     0
   204      14         16763577         16763599     0
   204      22         16763577         16763599     0
   204      30         16763577         16763599     0
   204       1         16763613         16763636     0
   204       9         16763613         16763636     0
   204      17         16763613         16763636     0
   204      25         16763613         16763636     0
   204       4         16763650         16763672     0
   204      12         16763650         16763672     0
   204      20         16763650         16763672     0
   204      28         16763650         16763672     0
   204       7         16763686         16763709     0
   204      15         16763686         16763709     0
   204      23         16763686         16763709     0
   204      31         16763686         16763709     0
   204       2         16763723         16763745     0
   204      10         16763723         16763745     0
   204      18         16763723         16763745     0
   204      26         16763723         16763745     0
   204       5         16763759         16763782     0
   204      13         16763759         16763782     0
   204      21         16763759         16763782     0
   204      29         16763759         16763782     0
   205       0         16763804         16763826     0
   205       8         16763804         16763826     0
   205      16         16763804         16763826     0
   205      24         16763804         16763826     0
   205       3         16763840         16763863     0
   205      11         16763840         16763863     0
   205      19         16763840         16763863     0
   205      27         16763840         16763863     0
   205       6         16763877         16763899     0
   205      14         16763877         16763899     0
   205      22         16763877         16763899     0
   205      30         16763877         16763899     0
   205       1         16763913         16763936     0
   205       9         16763913         16763936     0
   205      17         16763913         16763936     0
   205      25         16763913         16763936     0
   205       4         16763950         16763972     0
   205      12         16763950         16763972     0
   205      20         16763950         16763972     0
   205      28         16763950         16763972     0
   205       7         16763986         16764009     0
   205      15         16763986         16764009     0
   205      23         16763986         16764009     0
   205      31         16763986         16764009     0
   205       2         16764023         16764045     0
   205      10         16764023         16764045     0
   205      18         16764023         16764045     0
   205      26         16764023         16764045     0
   205       5         16764059         16764082     0
   205      13         16764059         16764082     0
   205      21         16764059         16764082     0
   205      29         16764059         16764082     0
   206       0         16764104         16764126     0
   206       8         16764104         16764126     0
   206      16         16764104         16764126     0
   206      24         16764104         16764126     0
   206       3         16764140         16764163     0
   206      11         16764140         16764163     0
   206      19         16764140         16764163     0
   206      27         16764140         16764163     0
   206       6         16764177         16764199     0
   206      14         16764177         16764199     0
   206      22         16764177         16764199     0
   206      30         16764177         16764199     0
   206       1         16764213         16764236     0
   206       9         16764213         16764236     0
   206      17         16764213         16764236     0
   206      25         16764213         16764236     0
   206       4         16764250         16764272     0
   206      12         16764250         16764272     0
   206      20         16764250         16764272     0
   206      28         16764250         16764272     0
   206       7         16764286         16764309     0
   206      15         16764286         16764309     0
   206      23         16764286         16764309     0
   206      31         16764286         16764309     0
   206       2         16764323         16764345     0
   206      10         16764323         16764345     0
   206      18         16764323         16764345     0
   206      26         16764323         16764345     0
   206       5         16764359         16764382     0
   206      13         16764359         16764382     0
   206      21         16764359         16764382     0
   206      29         16764359         16764382     0
   207       0         16764404         16764426     0
   207       8         16764404         16764426     0
   207      16         16764404         16764426     0
   207      24         16764404         16764426     0
   207       3         16764440         16764463     0
   207      11         16764440         16764463     0
   207      19         16764440         16764463     0
   207      27         16764440         16764463     0
   207       6         16764477         16764499     0
   207      14         16764477         16764499     0
   207      22         16764477         16764499     0
   207      30         16764477         16764499     0
   207       1         16764513         16764536     0
   207       9         16764513         16764536     0
   207      17         16764513         16764536     0
   207      25         16764513         16764536     0
   207       4         16764550         16764572     0
   207      12         16764550         16764572     0
   207      20         16764550         16764572     0
   207      28         16764550         16764572     0
   207       7         16764586         16764609     0
   207      15         16764586         16764609     0
   207      23         16764586         16764609     0
   207      31         16764586         16764609     0
   207       2         16764623         16764645     0
   207      10         16764623         16764645     0
   207      18         16764623         16764645     0
   207      26         16764623         16764645     0
   207       5         16764659         16764682     0
   207      13         16764659         16764682     0
   207      21         16764659         16764682     0
   207      29         16764659         16764682     0
   208       0         16764704         16764726     0
   208       8         16764704         16764726     0
   208      16         16764704         16764726     0
   208      24         16764704         16764726     0
   208       3         16764740         16764763     0
   208      11         16764740         16764763     0
   208      19         16764740         16764763     0
   208      27         16764740         16764763     0
   208       6         16764777         16764799     0
   208      14         16764777         16764799     0
   208      22         16764777         16764799     0
   208      30         16764777         16764799     0
   208       1         16764813         16764836     0
   208       9         16764813         16764836     0
   208      17         16764813         16764836     0
   208      25         16764813         16764836     0
   208       4         16764850         16764872     0
   208      12         16764850         16764872     0
   208      20         16764850         16764872     0
   208      28         16764850         16764872     0
   208       7         16764886         16764909     0
   208      15         16764886         16764909     0
   208      23         16764886         16764909     0
   208      31         16764886         16764909     0
   208       2         16764923         16764945     0
   208      10         16764923         16764945     0
   208      18         16764923         16764945     0
   208      26         16764923         16764945     0
   208       5         16764959         16764982     0
   208      13         16764959         16764982     0
   208      21         16764959         16764982     0
   208      29         16764959         16764982     0
   209       0         16765004         16765026     0
   209       8         16765004         16765026     0
   209      16         16765004         16765026     0
   209      24         16765004         16765026     0
   209       3         16765040         16765063     0
   209      11         16765040         16765063     0
   209      19         16765040         16765063     0
   209      27         16765040         16765063     0
   209       6         16765077         16765099     0
   209      14         16765077         16765099     0
   209      22         16765077         16765099     0
   209      30         16765077         16765099     0
   209       1         16765113         16765136     0
   209       9         16765113         16765136     0
   209      17         16765113         16765136     0
   209      25         16765113         16765136     0
   209       4         16765150         16765172     0
   209      12         16765150         16765172     0
   209      20         16765150         16765172     0
   209      28         16765150         16765172     0
   209       7         16765186         16765209     0
   209      15         16765186         16765209     0
   209      23         16765186         16765209     0
   209      31         16765186         16765209     0
   209       2         16765223         16765245     0
   209      10         16765223         16765245     0
   209      18         16765223         16765245     0
   209      26         16765223         16765245     0
   209       5         16765259         16765282     0
   209      13         16765259         16765282     0
   209      21         16765259         16765282     0
   209      29         16765259         16765282     0
   210       0         16765304         16765326     0
   210       8         16765304         16765326     0
   210      16         16765304         16765326     0
   210      24         16765304         16765326     0
   210       3         16765340         16765363     0
   210      11         16765340         16765363     0
   210      19         16765340         16765363     0
   210      27         16765340         16765363     0
   210       6         16765377         16765399     0
   210      14         16765377         16765399     0
   210      22         16765377         16765399     0
   210      30         16765377         16765399     0
   210       1         16765413         16765436     0
   210       9         16765413         16765436     0
   210      17         16765413         16765436     0
   210      25         16765413         16765436     0
   210       4         16765450         16765472     0
   210      12         16765450         16765472     0
   210      20         16765450         16765472     0
   210      28         16765450         16765472     0
   210       7         16765486         16765509     0
   210      15         16765486         16765509     0
   210      23         16765486         16765509     0
   210      31         16765486         16765509     0
   210       2         16765523         16765545     0
   210      10         16765523         16765545     0
   210      18         16765523         16765545     0
   210      26         16765523         16765545     0
   210       5         16765559         16765582     0
   210      13         16765559         16765582     0
   210      21         16765559         16765582     0
   210      29         16765559         16765582     0
   211       0         16765604         16765626     0
   211       8         16765604         16765626     0
   211      16         16765604         16765626     0
   211      24         16765604         16765626     0
   211       3         16765640         16765663     0
   211      11         16765640         16765663     0
   211      19         16765640         16765663     0
   211      27         16765640         16765663     0
   211       6         16765677         16765699     0
   211      14         16765677         16765699     0
   211      22         16765677         16765699     0
   211      30         16765677         16765699     0
   211       1         16765713         16765736     0
   211       9         16765713         16765736     0
   211      17         16765713         16765736     0
   211      25         16765713         16765736     0
   211       4         16765750         16765772     0
   211      12         16765750         16765772     0
   211      20         16765750         16765772     0
   211      28         16765750         16765772     0
   211       7         16765786         16765809     0
   211      15         16765786         16765809     0
   211      23         16765786         16765809     0
   211      31         16765786         16765809     0
   211       2         16765823         16765845     0
   211      10         16765823         16765845     0
   211      18         16765823         16765845     0
   211      26         16765823         16765845     0
   211       5         16765859         16765882     0
   211      13         16765859         16765882     0
   211      21         16765859         16765882     0
   211      29         16765859         16765882     0
   212       0         16765904         16765926     0
   212       8         16765904         16765926     0
   212      16         16765904         16765926     0
   212      24         16765904         16765926     0
   212       3         16765940         16765963     0
   212      11         16765940         16765963     0
   212      19         16765940         16765963     0
   212      27         16765940         16765963     0
   212       6         16765977         16765999     0
   212      14         16765977         16765999     0
   212      22         16765977         16765999     0
   212      30         16765977         16765999     0
   212       1         16766013         16766036     0
   212       9         16766013         16766036     0
   212      17         16766013         16766036     0
   212      25         16766013         16766036     0
   212       4         16766050         16766072     0
   212      12         16766050         16766072     0
   212      20         16766050         16766072     0
   212      28         16766050         16766072     0
   212       7         16766086         16766109     0
   212      15         16766086         16766109     0
   212      23         16766086         16766109     0
   212      31         16766086         16766109     0
   212       2         16766123         16766145     0
   212      10         16766123         16766145     0
   212      18         16766123         16766145     0
   212      26         16766123         16766145     0
   212       5         16766159         16766182     0
   212      13         16766159         16766182     0
   212      21         16766159         16766182     0
   212      29         16766159         16766182     0
   213       0         16766204         16766226     0
   213       8         16766204         16766226     0
   213      16         16766204         16766226     0
   213      24         16766204         16766226     0
   213       3         16766240         16766263     0
   213      11         16766240         16766263     0
   213      19         16766240         16766263     0
   213      27         16766240         16766263     0
   213       6         16766277         16766299     0
   213      14         16766277         16766299     0
   213      22         16766277         16766299     0
   213      30         16766277         16766299     0
   213       1         16766313         16766336     0
   213       9         16766313         16766336     0
   213      17         16766313         16766336     0
   213      25         16766313         16766336     0
   213       4         16766350         16766372     0
   213      12         16766350         16766372     0
   213      20         16766350         16766372     0
   213      28         16766350         16766372     0
   213       7         16766386         16766409     0
   213      15         16766386         16766409     0
   213      23         16766386         16766409     0
   213      31         16766386         16766409     0
   213       2         16766423         16766445     0
   213      10         16766423         16766445     0
   213      18         16766423         16766445     0
   213      26         16766423         16766445     0
   213       5         16766459         16766482     0
   213      13         16766459         16766482     0
   213      21         16766459         16766482     0
   213      29         16766459         16766482     0
   214       0         16766504         16766526     0
   214       8         16766504         16766526     0
   214      16         16766504         16766526     0
   214      24         16766504         16766526     0
   214       3         16766540         16766563     0
   214      11         16766540         16766563     0
   214      19         16766540         16766563     0
   214      27         16766540         16766563     0
   214       6         16766577         16766599     0
   214      14         16766577         16766599     0
   214      22         16766577         16766599     0
   214      30         16766577         16766599     0
   214       1         16766613         16766636     0
   214       9         16766613         16766636     0
   214      17         16766613         16766636     0
   214      25         16766613         16766636     0
   214       4         16766650         16766672     0
   214      12         16766650         16766672     0
   214      20         16766650         16766672     0
   214      28         16766650         16766672     0
   214       7         16766686         16766709     0
   214      15         16766686         16766709     0
   214      23         16766686         16766709     0
   214      31         16766686         16766709     0
   214       2         16766723         16766745     0
   214      10         16766723         16766745     0
   214      18         16766723         16766745     0
   214      26         16766723         16766745     0
   214       5         16766759         16766782     0
   214      13         16766759         16766782     0
   214      21         16766759         16766782     0
   214      29         16766759         16766782     0
   215       0         16766804         16766826     0
   215       8         16766804         16766826     0
   215      16         16766804         16766826     0
   215      24         16766804         16766826     0
   215       3         16766840         16766863     0
   215      11         16766840         16766863     0
   215      19         16766840         16766863     0
   215      27         16766840         16766863     0
   215       6         16766877         16766899     0
   215      14         16766877         16766899     0
   215      22         16766877         16766899     0
   215      30         16766877         16766899     0
   215       1         16766913         16766936     0
   215       9         16766913         16766936     0
   215      17         16766913         16766936     0
   215      25         16766913         16766936     0
   215       4         16766950         16766972     0
   215      12         16766950         16766972     0
   215      20         16766950         16766972     0
   215      28         16766950         16766972     0
   215       7         16766986         16767009     0
   215      15         16766986         16767009     0
   215      23         16766986         16767009     0
   215      31         16766986         16767009     0
   215       2         16767023         16767045     0
   215      10         16767023         16767045     0
   215      18         16767023         16767045     0
   215      26         16767023         16767045     0
   215       5         16767059         16767082     0
   215      13         16767059         16767082     0
   215      21         16767059         16767082     0
   215      29         16767059         16767082     0
   216       0         16767104         16767126     0
   216       8         16767104         16767126     0
   216      16         16767104         16767126     0
   216      24         16767104         16767126     0
   216       3         16767140         16767163     0
   216      11         16767140         16767163     0
   216      19         16767140         16767163     0
   216      27         16767140         16767163     0
   216       6         16767177         16767199     0
   216      14         16767177         16767199     0
   216      22         16767177         16767199     0
   216      30         16767177         16767199     0
   216       1         16767213         16767236     0
   216       9         16767213         16767236     0
   216      17         16767213         16767236     0
   216      25         16767213         16767236     0
   216       4         16767250         16767272     0
   216      12         16767250         16767272     0
   216      20         16767250         16767272     0
   216      28         16767250         16767272     0
   216       7         16767286         16767309     0
   216      15         16767286         16767309     0
   216      23         16767286         16767309     0
   216      31         16767286         16767309     0
   216       2         16767323         16767345     0
   216      10         16767323         16767345     0
   216      18         16767323         16767345     0
   216      26         16767323         16767345     0
   216       5         16767359         16767382     0
   216      13         16767359         16767382     0
   216      21         16767359         16767382     0
   216      29         16767359         16767382     0
   217       0         16767404         16767426     0
   217       8         16767404         16767426     0
   217      16         16767404         16767426     0
   217      24         16767404         16767426     0
   217       3         16767440         16767463     0
   217      11         16767440         16767463     0
   217      19         16767440         16767463     0
   217      27         16767440         16767463     0
   217       6         16767477         16767499     0
   217      14         16767477         16767499     0
   217      22         16767477         16767499     0
   217      30         16767477         16767499     0
   217       1         16767513         16767536     0
   217       9         16767513         16767536     0
   217      17         16767513         16767536     0
   217      25         16767513         16767536     0
   217       4         16767550         16767572     0
   217      12         16767550         16767572     0
   217      20         16767550         16767572     0
   217      28         16767550         16767572     0
   217       7         16767586         16767609     0
   217      15         16767586         16767609     0
   217      23         16767586         16767609     0
   217      31         16767586         16767609     0
   217       2         16767623         16767645     0
   217      10         16767623         16767645     0
   217      18         16767623         16767645     0
   217      26         16767623         16767645     0
   217       5         16767659         16767682     0
   217      13         16767659         16767682     0
   217      21         16767659         16767682     0
   217      29         16767659         16767682     0
   218       0         16767704         16767726     0
   218       8         16767704         16767726     0
   218      16         16767704         16767726     0
   218      24         16767704         16767726     0
   218       3         16767740         16767763     0
   218      11         16767740         16767763     0
   218      19         16767740         16767763     0
   218      27         16767740         16767763     0
   218       6         16767777         16767799     0
   218      14         16767777         16767799     0
   218      22         16767777         16767799     0
   218      30         16767777         16767799     0
   218       1         16767813         16767836     0
   218       9         16767813         16767836     0
   218      17         16767813         16767836     0
   218      25         16767813         16767836     0
   218       4         16767850         16767872     0
   218      12         16767850         16767872     0
   218      20         16767850         16767872     0
   218      28         16767850         16767872     0
   218       7         16767886         16767909     0
   218      15         16767886         16767909     0
   218      23         16767886         16767909     0
   218      31         16767886         16767909     0
   218       2         16767923         16767945     0
   218      10         16767923         16767945     0
   218      18         16767923         16767945     0
   218      26         16767923         16767945     0
   218       5         16767959         16767982     0
   218      13         16767959         16767982     0
   218      21         16767959         16767982     0
   218      29         16767959         16767982     0
   219       0         16768004         16768026     0
   219       8         16768004         16768026     0
   219      16         16768004         16768026     0
   219      24         16768004         16768026     0
   219       3         16768040         16768063     0
   219      11         16768040         16768063     0
   219      19         16768040         16768063     0
   219      27         16768040         16768063     0
   219       6         16768077         16768099     0
   219      14         16768077         16768099     0
   219      22         16768077         16768099     0
   219      30         16768077         16768099     0
   219       1         16768113         16768136     0
   219       9         16768113         16768136     0
   219      17         16768113         16768136     0
   219      25         16768113         16768136     0
   219       4         16768150         16768172     0
   219      12         16768150         16768172     0
   219      20         16768150         16768172     0
   219      28         16768150         16768172     0
   219       7         16768186         16768209     0
   219      15         16768186         16768209     0
   219      23         16768186         16768209     0
   219      31         16768186         16768209     0
   219       2         16768223         16768245     0
   219      10         16768223         16768245     0
   219      18         16768223         16768245     0
   219      26         16768223         16768245     0
   219       5         16768259         16768282     0
   219      13         16768259         16768282     0
   219      21         16768259         16768282     0
   219      29         16768259         16768282     0
   220       0         16768304         16768326     0
   220       8         16768304         16768326     0
   220      16         16768304         16768326     0
   220      24         16768304         16768326     0
   220       3         16768340         16768363     0
   220      11         16768340         16768363     0
   220      19         16768340         16768363     0
   220      27         16768340         16768363     0
   220       6         16768377         16768399     0
   220      14         16768377         16768399     0
   220      22         16768377         16768399     0
   220      30         16768377         16768399     0
   220       1         16768413         16768436     0
   220       9         16768413         16768436     0
   220      17         16768413         16768436     0
   220      25         16768413         16768436     0
   220       4         16768450         16768472     0
   220      12         16768450         16768472     0
   220      20         16768450         16768472     0
   220      28         16768450         16768472     0
   220       7         16768486         16768509     0
   220      15         16768486         16768509     0
   220      23         16768486         16768509     0
   220      31         16768486         16768509     0
   220       2         16768523         16768545     0
   220      10         16768523         16768545     0
   220      18         16768523         16768545     0
   220      26         16768523         16768545     0
   220       5         16768559         16768582     0
   220      13         16768559         16768582     0
   220      21         16768559         16768582     0
   220      29         16768559         16768582     0
   221       0         16768604         16768626     0
   221       8         16768604         16768626     0
   221      16         16768604         16768626     0
   221      24         16768604         16768626     0
   221       3         16768640         16768663     0
   221      11         16768640         16768663     0
   221      19         16768640         16768663     0
   221      27         16768640         16768663     0
   221       6         16768677         16768699     0
   221      14         16768677         16768699     0
   221      22         16768677         16768699     0
   221      30         16768677         16768699     0
   221       1         16768713         16768736     0
   221       9         16768713         16768736     0
   221      17         16768713         16768736     0
   221      25         16768713         16768736     0
   221       4         16768750         16768772     0
   221      12         16768750         16768772     0
   221      20         16768750         16768772     0
   221      28         16768750         16768772     0
   221       7         16768786         16768809     0
   221      15         16768786         16768809     0
   221      23         16768786         16768809     0
   221      31         16768786         16768809     0
   221       2         16768823         16768845     0
   221      10         16768823         16768845     0
   221      18         16768823         16768845     0
   221      26         16768823         16768845     0
   221       5         16768859         16768882     0
   221      13         16768859         16768882     0
   221      21         16768859         16768882     0
   221      29         16768859         16768882     0
   222       0         16768904         16768926     0
   222       8         16768904         16768926     0
   222      16         16768904         16768926     0
   222      24         16768904         16768926     0
   222       3         16768940         16768963     0
   222      11         16768940         16768963     0
   222      19         16768940         16768963     0
   222      27         16768940         16768963     0
   222       6         16768977         16768999     0
   222      14         16768977         16768999     0
   222      22         16768977         16768999     0
   222      30         16768977         16768999     0
   222       1         16769013         16769036     0
   222       9         16769013         16769036     0
   222      17         16769013         16769036     0
   222      25         16769013         16769036     0
   222       4         16769050         16769072     0
   222      12         16769050         16769072     0
   222      20         16769050         16769072     0
   222      28         16769050         16769072     0
   222       7         16769086         16769109     0
   222      15         16769086         16769109     0
   222      23         16769086         16769109     0
   222      31         16769086         16769109     0
   222       2         16769123         16769145     0
   222      10         16769123         16769145     0
   222      18         16769123         16769145     0
   222      26         16769123         16769145     0
   222       5         16769159         16769182     0
   222      13         16769159         16769182     0
   222      21         16769159         16769182     0
   222      29         16769159         16769182     0
   223       0         16769204         16769226     0
   223       8         16769204         16769226     0
   223      16         16769204         16769226     0
   223      24         16769204         16769226     0
   223       3         16769240         16769263     0
   223      11         16769240         16769263     0
   223      19         16769240         16769263     0
   223      27         16769240         16769263     0
   223       6         16769277         16769299     0
   223      14         16769277         16769299     0
   223      22         16769277         16769299     0
   223      30         16769277         16769299     0
   223       1         16769313         16769336     0
   223       9         16769313         16769336     0
   223      17         16769313         16769336     0
   223      25         16769313         16769336     0
   223       4         16769350         16769372     0
   223      12         16769350         16769372     0
   223      20         16769350         16769372     0
   223      28         16769350         16769372     0
   223       7         16769386         16769409     0
   223      15         16769386         16769409     0
   223      23         16769386         16769409     0
   223      31         16769386         16769409     0
   223       2         16769423         16769445     0
   223      10         16769423         16769445     0
   223      18         16769423         16769445     0
   223      26         16769423         16769445     0
   223       5         16769459         16769482     0
   223      13         16769459         16769482     0
   223      21         16769459         16769482     0
   223      29         16769459         16769482     0
   224       0         16769504         16769526     0
   224       8         16769504         16769526     0
   224      16         16769504         16769526     0
   224      24         16769504         16769526     0
   224       3         16769540         16769563     0
   224      11         16769540         16769563     0
   224      19         16769540         16769563     0
   224      27         16769540         16769563     0
   224       6         16769577         16769599     0
   224      14         16769577         16769599     0
   224      22         16769577         16769599     0
   224      30         16769577         16769599     0
   224       1         16769613         16769636     0
   224       9         16769613         16769636     0
   224      17         16769613         16769636     0
   224      25         16769613         16769636     0
   224       4         16769650         16769672     0
   224      12         16769650         16769672     0
   224      20         16769650         16769672     0
   224      28         16769650         16769672     0
   224       7         16769686         16769709     0
   224      15         16769686         16769709     0
   224      23         16769686         16769709     0
   224      31         16769686         16769709     0
   224       2         16769723         16769745     0
   224      10         16769723         16769745     0
   224      18         16769723         16769745     0
   224      26         16769723         16769745     0
   224       5         16769759         16769782     0
   224      13         16769759         16769782     0
   224      21         16769759         16769782     0
   224      29         16769759         16769782     0
   225       0         16769804         16769826     0
   225       8         16769804         16769826     0
   225      16         16769804         16769826     0
   225      24         16769804         16769826     0
   225       3         16769840         16769863     0
   225      11         16769840         16769863     0
   225      19         16769840         16769863     0
   225      27         16769840         16769863     0
   225       6         16769877         16769899     0
   225      14         16769877         16769899     0
   225      22         16769877         16769899     0
   225      30         16769877         16769899     0
   225       1         16769913         16769936     0
   225       9         16769913         16769936     0
   225      17         16769913         16769936     0
   225      25         16769913         16769936     0
   225       4         16769950         16769972     0
   225      12         16769950         16769972     0
   225      20         16769950         16769972     0
   225      28         16769950         16769972     0
   225       7         16769986         16770009     0
   225      15         16769986         16770009     0
   225      23         16769986         16770009     0
   225      31         16769986         16770009     0
   225       2         16770023         16770045     0
   225      10         16770023         16770045     0
   225      18         16770023         16770045     0
   225      26         16770023         16770045     0
   225       5         16770059         16770082     0
   225      13         16770059         16770082     0
   225      21         16770059         16770082     0
   225      29         16770059         16770082     0
   226       0         16770104         16770126     0
   226       8         16770104         16770126     0
   226      16         16770104         16770126     0
   226      24         16770104         16770126     0
   226       3         16770140         16770163     0
   226      11         16770140         16770163     0
   226      19         16770140         16770163     0
   226      27         16770140         16770163     0
   226       6         16770177         16770199     0
   226      14         16770177         16770199     0
   226      22         16770177         16770199     0
   226      30         16770177         16770199     0
   226       1         16770213         16770236     0
   226       9         16770213         16770236     0
   226      17         16770213         16770236     0
   226      25         16770213         16770236     0
   226       4         16770250         16770272     0
   226      12         16770250         16770272     0
   226      20         16770250         16770272     0
