UUID        = 49904865-0078-4cf5-ad73-2cd0cd9e30bb
ScanDate    = 20191029_113315
LogVersion  = EJA_1
LogDataType = ACQUISITION_INFO
NumSlices   = 32
NumVolumes  = 738
NumEchoes   = 1

VOLUME   SLICE   ACQ_START_TICS  ACQ_FINISH_TICS  ECHO
     5      31         16703986         16704009     0
     5       2         16704023         16704045     0
     5      10         16704023         16704045     0
     5      18         16704023         16704045     0
     5      26         16704023         16704045     0
     5       5         16704059         16704082     0
     5      13         16704059         16704082     0
     5      21         16704059         16704082     0
     5      29         16704059         16704082     0
     6       0         16704104         16704126     0
     6       8         16704104         16704126     0
     6      16         16704104         16704126     0
     6      24         16704104         16704126     0
     6       3         16704140         16704163     0
     6      11         16704140         16704163     0
     6      19         16704140         16704163     0
     6      27         16704140         16704163     0
     6       6         16704177         16704199     0
     6      14         16704177         16704199     0
     6      22         16704177         16704199     0
     6      30         16704177         16704199     0
     6       1         16704213         16704236     0
     6       9         16704213         16704236     0
     6      17         16704213         16704236     0
     6      25         16704213         16704236     0
     6       4         16704250         16704272     0
     6      12         16704250         16704272     0
     6      20         16704250         16704272     0
     6      28         16704250         16704272     0
     6       7         16704286         16704309     0
     6      15         16704286         16704309     0
     6      23         16704286         16704309     0
     6      31         16704286         16704309     0
     6       2         16704323         16704345     0
     6      10         16704323         16704345     0
     6      18         16704323         16704345     0
     6      26         16704323         16704345     0
     6       5         16704359         16704382     0
     6      13         16704359         16704382     0
     6      21         16704359         16704382     0
     6      29         16704359         16704382     0
     7       0         16704404         16704426     0
     7       8         16704404         16704426     0
     7      16         16704404         16704426     0
     7      24         16704404         16704426     0
     7       3         16704440         16704463     0
     7      11         16704440         16704463     0
     7      19         16704440         16704463     0
     7      27         16704440         16704463     0
     7       6         16704477         16704499     0
     7      14         16704477         16704499     0
     7      22         16704477         16704499     0
     7      30         16704477         16704499     0
     7       1         16704513         16704536     0
     7       9         16704513         16704536     0
     7      17         16704513         16704536     0
     7      25         16704513         16704536     0
     7       4         16704550         16704572     0
     7      12         16704550         16704572     0
     7      20         16704550         16704572     0
     7      28         16704550         16704572     0
     7       7         16704586         16704609     0
     7      15         16704586         16704609     0
     7      23         16704586         16704609     0
     7      31         16704586         16704609     0
     7       2         16704623         16704645     0
     7      10         16704623         16704645     0
     7      18         16704623         16704645     0
     7      26         16704623         16704645     0
     7       5         16704659         16704682     0
     7      13         16704659         16704682     0
     7      21         16704659         16704682     0
     7      29         16704659         16704682     0
     8       0         16704704         16704726     0
     8       8         16704704         16704726     0
     8      16         16704704         16704726     0
     8      24         16704704         16704726     0
     8       3         16704740         16704763     0
     8      11         16704740         16704763     0
     8      19         16704740         16704763     0
     8      27         16704740         16704763     0
     8       6         16704777         16704799     0
     8      14         16704777         16704799     0
     8      22         16704777         16704799     0
     8      30         16704777         16704799     0
     8       1         16704813         16704836     0
     8       9         16704813         16704836     0
     8      17         16704813         16704836     0
     8      25         16704813         16704836     0
     8       4         16704850         16704872     0
     8      12         16704850         16704872     0
     8      20         16704850         16704872     0
     8      28         16704850         16704872     0
     8       7         16704886         16704909     0
     8      15         16704886         16704909     0
     8      23         16704886         16704909     0
     8      31         16704886         16704909     0
     8       2         16704923         16704945     0
     8      10         16704923         16704945     0
     8      18         16704923         16704945     0
     8      26         16704923         16704945     0
     8       5         16704959         16704982     0
     8      13         16704959         16704982     0
     8      21         16704959         16704982     0
     8      29         16704959         16704982     0
     9       0         16705004         16705026     0
     9       8         16705004         16705026     0
     9      16         16705004         16705026     0
     9      24         16705004         16705026     0
     9       3         16705040         16705063     0
     9      11         16705040         16705063     0
     9      19         16705040         16705063     0
     9      27         16705040         16705063     0
     9       6         16705077         16705099     0
     9      14         16705077         16705099     0
     9      22         16705077         16705099     0
     9      30         16705077         16705099     0
     9       1         16705113         16705136     0
     9       9         16705113         16705136     0
     9      17         16705113         16705136     0
     9      25         16705113         16705136     0
     9       4         16705150         16705172     0
     9      12         16705150         16705172     0
     9      20         16705150         16705172     0
     9      28         16705150         16705172     0
     9       7         16705186         16705209     0
     9      15         16705186         16705209     0
     9      23         16705186         16705209     0
     9      31         16705186         16705209     0
     9       2         16705223         16705245     0
     9      10         16705223         16705245     0
     9      18         16705223         16705245     0
     9      26         16705223         16705245     0
     9       5         16705259         16705282     0
     9      13         16705259         16705282     0
     9      21         16705259         16705282     0
     9      29         16705259         16705282     0
    10       0         16705304         16705326     0
    10       8         16705304         16705326     0
    10      16         16705304         16705326     0
    10      24         16705304         16705326     0
    10       3         16705340         16705363     0
    10      11         16705340         16705363     0
    10      19         16705340         16705363     0
    10      27         16705340         16705363     0
    10       6         16705377         16705399     0
    10      14         16705377         16705399     0
    10      22         16705377         16705399     0
    10      30         16705377         16705399     0
    10       1         16705413         16705436     0
    10       9         16705413         16705436     0
    10      17         16705413         16705436     0
    10      25         16705413         16705436     0
    10       4         16705450         16705472     0
    10      12         16705450         16705472     0
    10      20         16705450         16705472     0
    10      28         16705450         16705472     0
    10       7         16705486         16705509     0
    10      15         16705486         16705509     0
    10      23         16705486         16705509     0
    10      31         16705486         16705509     0
    10       2         16705523         16705545     0
    10      10         16705523         16705545     0
    10      18         16705523         16705545     0
    10      26         16705523         16705545     0
    10       5         16705559         16705582     0
    10      13         16705559         16705582     0
    10      21         16705559         16705582     0
    10      29         16705559         16705582     0
    11       0         16705604         16705626     0
    11       8         16705604         16705626     0
    11      16         16705604         16705626     0
    11      24         16705604         16705626     0
    11       3         16705640         16705663     0
    11      11         16705640         16705663     0
    11      19         16705640         16705663     0
    11      27         16705640         16705663     0
    11       6         16705677         16705699     0
    11      14         16705677         16705699     0
    11      22         16705677         16705699     0
    11      30         16705677         16705699     0
    11       1         16705713         16705736     0
    11       9         16705713         16705736     0
    11      17         16705713         16705736     0
    11      25         16705713         16705736     0
    11       4         16705750         16705772     0
    11      12         16705750         16705772     0
    11      20         16705750         16705772     0
    11      28         16705750         16705772     0
    11       7         16705786         16705809     0
    11      15         16705786         16705809     0
    11      23         16705786         16705809     0
    11      31         16705786         16705809     0
    11       2         16705823         16705845     0
    11      10         16705823         16705845     0
    11      18         16705823         16705845     0
    11      26         16705823         16705845     0
    11       5         16705859         16705882     0
    11      13         16705859         16705882     0
    11      21         16705859         16705882     0
    11      29         16705859         16705882     0
    12       0         16705904         16705926     0
    12       8         16705904         16705926     0
    12      16         16705904         16705926     0
    12      24         16705904         16705926     0
    12       3         16705940         16705963     0
    12      11         16705940         16705963     0
    12      19         16705940         16705963     0
    12      27         16705940         16705963     0
    12       6         16705977         16705999     0
    12      14         16705977         16705999     0
    12      22         16705977         16705999     0
    12      30         16705977         16705999     0
    12       1         16706013         16706036     0
    12       9         16706013         16706036     0
    12      17         16706013         16706036     0
    12      25         16706013         16706036     0
    12       4         16706050         16706072     0
    12      12         16706050         16706072     0
    12      20         16706050         16706072     0
    12      28         16706050         16706072     0
    12       7         16706086         16706109     0
    12      15         16706086         16706109     0
    12      23         16706086         16706109     0
    12      31         16706086         16706109     0
    12       2         16706123         16706145     0
    12      10         16706123         16706145     0
    12      18         16706123         16706145     0
    12      26         16706123         16706145     0
    12       5         16706159         16706182     0
    12      13         16706159         16706182     0
    12      21         16706159         16706182     0
    12      29         16706159         16706182     0
    13       0         16706204         16706226     0
    13       8         16706204         16706226     0
    13      16         16706204         16706226     0
    13      24         16706204         16706226     0
    13       3         16706240         16706263     0
    13      11         16706240         16706263     0
    13      19         16706240         16706263     0
    13      27         16706240         16706263     0
    13       6         16706277         16706299     0
    13      14         16706277         16706299     0
    13      22         16706277         16706299     0
    13      30         16706277         16706299     0
    13       1         16706313         16706336     0
    13       9         16706313         16706336     0
    13      17         16706313         16706336     0
    13      25         16706313         16706336     0
    13       4         16706350         16706372     0
    13      12         16706350         16706372     0
    13      20         16706350         16706372     0
    13      28         16706350         16706372     0
    13       7         16706386         16706409     0
    13      15         16706386         16706409     0
    13      23         16706386         16706409     0
    13      31         16706386         16706409     0
    13       2         16706423         16706445     0
    13      10         16706423         16706445     0
    13      18         16706423         16706445     0
    13      26         16706423         16706445     0
    13       5         16706459         16706482     0
    13      13         16706459         16706482     0
    13      21         16706459         16706482     0
    13      29         16706459         16706482     0
    14       0         16706504         16706526     0
    14       8         16706504         16706526     0
    14      16         16706504         16706526     0
    14      24         16706504         16706526     0
    14       3         16706540         16706563     0
    14      11         16706540         16706563     0
    14      19         16706540         16706563     0
    14      27         16706540         16706563     0
    14       6         16706577         16706599     0
    14      14         16706577         16706599     0
    14      22         16706577         16706599     0
    14      30         16706577         16706599     0
    14       1         16706613         16706636     0
    14       9         16706613         16706636     0
    14      17         16706613         16706636     0
    14      25         16706613         16706636     0
    14       4         16706650         16706672     0
    14      12         16706650         16706672     0
    14      20         16706650         16706672     0
    14      28         16706650         16706672     0
    14       7         16706686         16706709     0
    14      15         16706686         16706709     0
    14      23         16706686         16706709     0
    14      31         16706686         16706709     0
    14       2         16706723         16706745     0
    14      10         16706723         16706745     0
    14      18         16706723         16706745     0
    14      26         16706723         16706745     0
    14       5         16706759         16706782     0
    14      13         16706759         16706782     0
    14      21         16706759         16706782     0
    14      29         16706759         16706782     0
    15       0         16706804         16706826     0
    15       8         16706804         16706826     0
    15      16         16706804         16706826     0
    15      24         16706804         16706826     0
    15       3         16706840         16706863     0
    15      11         16706840         16706863     0
    15      19         16706840         16706863     0
    15      27         16706840         16706863     0
    15       6         16706877         16706899     0
    15      14         16706877         16706899     0
    15      22         16706877         16706899     0
    15      30         16706877         16706899     0
    15       1         16706913         16706936     0
    15       9         16706913         16706936     0
    15      17         16706913         16706936     0
    15      25         16706913         16706936     0
    15       4         16706950         16706972     0
    15      12         16706950         16706972     0
    15      20         16706950         16706972     0
    15      28         16706950         16706972     0
    15       7         16706986         16707009     0
    15      15         16706986         16707009     0
    15      23         16706986         16707009     0
    15      31         16706986         16707009     0
    15       2         16707023         16707045     0
    15      10         16707023         16707045     0
    15      18         16707023         16707045     0
    15      26         16707023         16707045     0
    15       5         16707059         16707082     0
    15      13         16707059         16707082     0
    15      21         16707059         16707082     0
    15      29         16707059         16707082     0
    16       0         16707104         16707126     0
    16       8         16707104         16707126     0
    16      16         16707104         16707126     0
    16      24         16707104         16707126     0
    16       3         16707140         16707163     0
    16      11         16707140         16707163     0
    16      19         16707140         16707163     0
    16      27         16707140         16707163     0
    16       6         16707177         16707199     0
    16      14         16707177         16707199     0
    16      22         16707177         16707199     0
    16      30         16707177         16707199     0
    16       1         16707213         16707236     0
    16       9         16707213         16707236     0
    16      17         16707213         16707236     0
    16      25         16707213         16707236     0
    16       4         16707250         16707272     0
    16      12         16707250         16707272     0
    16      20         16707250         16707272     0
    16      28         16707250         16707272     0
    16       7         16707286         16707309     0
    16      15         16707286         16707309     0
    16      23         16707286         16707309     0
    16      31         16707286         16707309     0
    16       2         16707323         16707345     0
    16      10         16707323         16707345     0
    16      18         16707323         16707345     0
    16      26         16707323         16707345     0
    16       5         16707359         16707382     0
    16      13         16707359         16707382     0
    16      21         16707359         16707382     0
    16      29         16707359         16707382     0
    17       0         16707404         16707426     0
    17       8         16707404         16707426     0
    17      16         16707404         16707426     0
    17      24         16707404         16707426     0
    17       3         16707440         16707463     0
    17      11         16707440         16707463     0
    17      19         16707440         16707463     0
    17      27         16707440         16707463     0
    17       6         16707477         16707499     0
    17      14         16707477         16707499     0
    17      22         16707477         16707499     0
    17      30         16707477         16707499     0
    17       1         16707513         16707536     0
    17       9         16707513         16707536     0
    17      17         16707513         16707536     0
    17      25         16707513         16707536     0
    17       4         16707550         16707572     0
    17      12         16707550         16707572     0
    17      20         16707550         16707572     0
    17      28         16707550         16707572     0
    17       7         16707586         16707609     0
    17      15         16707586         16707609     0
    17      23         16707586         16707609     0
    17      31         16707586         16707609     0
    17       2         16707623         16707645     0
    17      10         16707623         16707645     0
    17      18         16707623         16707645     0
    17      26         16707623         16707645     0
    17       5         16707659         16707682     0
    17      13         16707659         16707682     0
    17      21         16707659         16707682     0
    17      29         16707659         16707682     0
    18       0         16707704         16707726     0
    18       8         16707704         16707726     0
    18      16         16707704         16707726     0
    18      24         16707704         16707726     0
    18       3         16707740         16707763     0
    18      11         16707740         16707763     0
    18      19         16707740         16707763     0
    18      27         16707740         16707763     0
    18       6         16707777         16707799     0
    18      14         16707777         16707799     0
    18      22         16707777         16707799     0
    18      30         16707777         16707799     0
    18       1         16707813         16707836     0
    18       9         16707813         16707836     0
    18      17         16707813         16707836     0
    18      25         16707813         16707836     0
    18       4         16707850         16707872     0
    18      12         16707850         16707872     0
    18      20         16707850         16707872     0
    18      28         16707850         16707872     0
    18       7         16707886         16707909     0
    18      15         16707886         16707909     0
    18      23         16707886         16707909     0
    18      31         16707886         16707909     0
    18       2         16707923         16707945     0
    18      10         16707923         16707945     0
    18      18         16707923         16707945     0
    18      26         16707923         16707945     0
    18       5         16707959         16707982     0
    18      13         16707959         16707982     0
    18      21         16707959         16707982     0
    18      29         16707959         16707982     0
    19       0         16708004         16708026     0
    19       8         16708004         16708026     0
    19      16         16708004         16708026     0
    19      24         16708004         16708026     0
    19       3         16708040         16708063     0
    19      11         16708040         16708063     0
    19      19         16708040         16708063     0
    19      27         16708040         16708063     0
    19       6         16708077         16708099     0
    19      14         16708077         16708099     0
    19      22         16708077         16708099     0
    19      30         16708077         16708099     0
    19       1         16708113         16708136     0
    19       9         16708113         16708136     0
    19      17         16708113         16708136     0
    19      25         16708113         16708136     0
    19       4         16708150         16708172     0
    19      12         16708150         16708172     0
    19      20         16708150         16708172     0
    19      28         16708150         16708172     0
    19       7         16708186         16708209     0
    19      15         16708186         16708209     0
    19      23         16708186         16708209     0
    19      31         16708186         16708209     0
    19       2         16708223         16708245     0
    19      10         16708223         16708245     0
    19      18         16708223         16708245     0
    19      26         16708223         16708245     0
    19       5         16708259         16708282     0
    19      13         16708259         16708282     0
    19      21         16708259         16708282     0
    19      29         16708259         16708282     0
    20       0         16708304         16708326     0
    20       8         16708304         16708326     0
    20      16         16708304         16708326     0
    20      24         16708304         16708326     0
    20       3         16708340         16708363     0
    20      11         16708340         16708363     0
    20      19         16708340         16708363     0
    20      27         16708340         16708363     0
    20       6         16708377         16708399     0
    20      14         16708377         16708399     0
    20      22         16708377         16708399     0
    20      30         16708377         16708399     0
    20       1         16708413         16708436     0
    20       9         16708413         16708436     0
    20      17         16708413         16708436     0
    20      25         16708413         16708436     0
    20       4         16708450         16708472     0
    20      12         16708450         16708472     0
    20      20         16708450         16708472     0
    20      28         16708450         16708472     0
    20       7         16708486         16708509     0
    20      15         16708486         16708509     0
    20      23         16708486         16708509     0
    20      31         16708486         16708509     0
    20       2         16708523         16708545     0
    20      10         16708523         16708545     0
    20      18         16708523         16708545     0
    20      26         16708523         16708545     0
    20       5         16708559         16708582     0
    20      13         16708559         16708582     0
    20      21         16708559         16708582     0
    20      29         16708559         16708582     0
    21       0         16708604         16708626     0
    21       8         16708604         16708626     0
    21      16         16708604         16708626     0
    21      24         16708604         16708626     0
    21       3         16708640         16708663     0
    21      11         16708640         16708663     0
    21      19         16708640         16708663     0
    21      27         16708640         16708663     0
    21       6         16708677         16708699     0
    21      14         16708677         16708699     0
    21      22         16708677         16708699     0
    21      30         16708677         16708699     0
    21       1         16708713         16708736     0
    21       9         16708713         16708736     0
    21      17         16708713         16708736     0
    21      25         16708713         16708736     0
    21       4         16708750         16708772     0
    21      12         16708750         16708772     0
    21      20         16708750         16708772     0
    21      28         16708750         16708772     0
    21       7         16708786         16708809     0
    21      15         16708786         16708809     0
    21      23         16708786         16708809     0
    21      31         16708786         16708809     0
    21       2         16708823         16708845     0
    21      10         16708823         16708845     0
    21      18         16708823         16708845     0
    21      26         16708823         16708845     0
    21       5         16708859         16708882     0
    21      13         16708859         16708882     0
    21      21         16708859         16708882     0
    21      29         16708859         16708882     0
    22       0         16708904         16708926     0
    22       8         16708904         16708926     0
    22      16         16708904         16708926     0
    22      24         16708904         16708926     0
    22       3         16708940         16708963     0
    22      11         16708940         16708963     0
    22      19         16708940         16708963     0
    22      27         16708940         16708963     0
    22       6         16708977         16708999     0
    22      14         16708977         16708999     0
    22      22         16708977         16708999     0
    22      30         16708977         16708999     0
    22       1         16709013         16709036     0
    22       9         16709013         16709036     0
    22      17         16709013         16709036     0
    22      25         16709013         16709036     0
    22       4         16709050         16709072     0
    22      12         16709050         16709072     0
    22      20         16709050         16709072     0
    22      28         16709050         16709072     0
    22       7         16709086         16709109     0
    22      15         16709086         16709109     0
    22      23         16709086         16709109     0
    22      31         16709086         16709109     0
    22       2         16709123         16709145     0
    22      10         16709123         16709145     0
    22      18         16709123         16709145     0
    22      26         16709123         16709145     0
    22       5         16709159         16709182     0
    22      13         16709159         16709182     0
    22      21         16709159         16709182     0
    22      29         16709159         16709182     0
    23       0         16709204         16709226     0
    23       8         16709204         16709226     0
    23      16         16709204         16709226     0
    23      24         16709204         16709226     0
    23       3         16709240         16709263     0
    23      11         16709240         16709263     0
    23      19         16709240         16709263     0
    23      27         16709240         16709263     0
    23       6         16709277         16709299     0
    23      14         16709277         16709299     0
    23      22         16709277         16709299     0
    23      30         16709277         16709299     0
    23       1         16709313         16709336     0
    23       9         16709313         16709336     0
    23      17         16709313         16709336     0
    23      25         16709313         16709336     0
    23       4         16709350         16709372     0
    23      12         16709350         16709372     0
    23      20         16709350         16709372     0
    23      28         16709350         16709372     0
    23       7         16709386         16709409     0
    23      15         16709386         16709409     0
    23      23         16709386         16709409     0
    23      31         16709386         16709409     0
    23       2         16709423         16709445     0
    23      10         16709423         16709445     0
    23      18         16709423         16709445     0
    23      26         16709423         16709445     0
    23       5         16709459         16709482     0
    23      13         16709459         16709482     0
    23      21         16709459         16709482     0
    23      29         16709459         16709482     0
    24       0         16709504         16709526     0
    24       8         16709504         16709526     0
    24      16         16709504         16709526     0
    24      24         16709504         16709526     0
    24       3         16709540         16709563     0
    24      11         16709540         16709563     0
    24      19         16709540         16709563     0
    24      27         16709540         16709563     0
    24       6         16709577         16709599     0
    24      14         16709577         16709599     0
    24      22         16709577         16709599     0
    24      30         16709577         16709599     0
    24       1         16709613         16709636     0
    24       9         16709613         16709636     0
    24      17         16709613         16709636     0
    24      25         16709613         16709636     0
    24       4         16709650         16709672     0
    24      12         16709650         16709672     0
    24      20         16709650         16709672     0
    24      28         16709650         16709672     0
    24       7         16709686         16709709     0
    24      15         16709686         16709709     0
    24      23         16709686         16709709     0
    24      31         16709686         16709709     0
    24       2         16709723         16709745     0
    24      10         16709723         16709745     0
    24      18         16709723         16709745     0
    24      26         16709723         16709745     0
    24       5         16709759         16709782     0
    24      13         16709759         16709782     0
    24      21         16709759         16709782     0
    24      29         16709759         16709782     0
    25       0         16709804         16709826     0
    25       8         16709804         16709826     0
    25      16         16709804         16709826     0
    25      24         16709804         16709826     0
    25       3         16709840         16709863     0
    25      11         16709840         16709863     0
    25      19         16709840         16709863     0
    25      27         16709840         16709863     0
    25       6         16709877         16709899     0
    25      14         16709877         16709899     0
    25      22         16709877         16709899     0
    25      30         16709877         16709899     0
    25       1         16709913         16709936     0
    25       9         16709913         16709936     0
    25      17         16709913         16709936     0
    25      25         16709913         16709936     0
    25       4         16709950         16709972     0
    25      12         16709950         16709972     0
