3103	0	0	0
3193	0	0	0
3263	0	0	0
3348	0	0	0
3403	0	0	0
3473	0	0	0
3558	0	0	0
3653	0	0	0
3743	0	0	0
3803	0	0	0
3863	0	0	0
3903	0	0	0
3938	0	0	0
3928	0	0	0
3933	0	0	0
3888	0	0	0
3853	0	0	0
3793	0	0	0
3728	0	0	0
3643	0	0	0
3548	0	0	0
3443	0	0	0
3313	0	0	0
3198	0	0	0
3083	0	0	0
2963	0	0	0
2848	0	0	0
2683	0	0	0
2548	0	0	0
2418	0	0	0
2278	0	0	0
2133	0	0	0
1978	0	0	0
1863	0	0	0
1773	0	0	0
1683	0	0	0
1588	0	0	0
1473	0	0	0
1388	0	0	0
1303	0	0	0
1213	0	0	0
1083	0	0	0
943	0	0	0
813	0	0	0
653	0	0	0
578	0	0	0
503	0	0	0
418	0	0	0
363	0	0	0
293	0	0	0
273	0	0	0
213	0	0	0
158	0	0	0
138	0	0	0
103	0	0	0
93	0	0	0
53	0	0	0
43	0	0	0
23	0	0	0
13	0	0	0
8	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
3	0	0	0
78	0	0	0
173	0	0	0
313	0	0	0
473	0	0	0
638	0	0	0
813	0	0	0
953	0	0	0
1108	0	0	0
1273	0	0	0
1423	0	0	0
1598	0	0	0
1758	0	0	0
1863	0	0	0
1968	0	0	0
2093	0	0	0
2183	0	0	0
2288	0	0	0
2383	0	0	0
2513	0	0	0
2598	0	0	0
2698	0	0	0
2808	0	0	0
2928	0	0	0
3043	0	0	0
3138	0	0	0
3238	0	0	0
3333	0	0	0
3433	0	0	0
3523	0	0	0
3563	0	0	0
3668	0	0	0
3788	0	0	0
3918	0	0	0
4033	0	0	0
4095	0	0	0
4095	0	0	0
4095	0	0	0
4095	0	0	0
4095	0	0	0
4095	0	0	0
4095	0	0	0
4095	0	0	0
4095	0	0	0
4095	0	0	0
4095	0	0	0
4095	0	0	0
4018	0	0	0
3948	0	0	0
3843	0	0	0
3728	0	0	0
3643	0	0	0
3503	0	0	0
3363	0	0	0
3193	0	0	0
3048	0	0	0
2908	0	0	0
2743	0	0	0
2583	0	0	0
2413	0	0	0
2263	0	0	0
2108	0	0	0
1933	0	0	0
1823	0	0	0
1718	0	0	0
1628	0	0	0
1518	0	0	0
1438	0	0	0
1298	0	0	0
1223	0	0	0
1158	0	0	0
1088	0	0	0
1028	0	0	0
948	0	0	0
888	0	0	0
833	0	0	0
763	0	0	0
718	0	0	0
653	0	0	0
598	0	0	0
538	0	0	0
483	0	0	0
428	0	0	0
393	0	0	0
338	0	0	0
298	0	0	0
258	0	0	0
233	0	0	0
218	0	0	0
193	0	0	0
188	0	0	0
198	0	0	0
248	0	0	0
278	0	0	0
308	0	0	0
303	0	0	0
303	0	0	0
273	0	0	0
223	0	0	0
158	0	0	0
113	0	0	0
78	0	0	0
53	0	0	0
78	0	0	0
153	0	0	0
278	0	0	0
433	0	0	0
568	0	0	0
713	0	0	0
868	0	0	0
1033	0	0	0
1188	0	0	0
1298	0	0	0
1448	0	0	0
1608	0	0	0
1768	0	0	0
1948	0	0	0
2098	0	0	0
2248	0	0	0
2383	0	0	0
2513	0	0	0
2643	0	0	0
2763	0	0	0
2863	0	0	0
